Title,Published_date,Views,Likes,Comments
Subah Subah Nikal gaye yeh kaam karne,2021-06-07T16:26:28Z,2376811,199730,6926
Took them on a Surprise Trip,2021-06-06T17:43:45Z,2869914,252244,10076
Yeh sab Lochdown Ki Den Hai,2021-06-04T18:00:15Z,2460542,207130,6872
Never Underestimate Engineers,2021-06-03T17:43:50Z,2865582,224337,6255
"Isko GTA5 Khelna hai , Padhai nahi karni",2021-06-02T18:15:50Z,2776171,231180,6431
Isne Hume Cake Banane Nahi Diya,2021-06-01T18:07:23Z,4635392,261099,6886
Our New Game | Making things in the air,2021-05-31T17:10:36Z,3652550,237201,5805
How the baby Kicked for the First Time,2021-05-30T17:49:24Z,3068247,234447,7174
Had to Rush her to the Hospital,2021-05-29T17:21:32Z,8827583,486929,44518
Chota Baby ka Naam Rakh diya,2021-05-28T19:18:43Z,3944726,243917,7364
Fasting for the New baby,2021-05-27T16:40:30Z,2811892,218480,6686
Darr ke Maare Itni Zor se Chillaya .. 😱,2021-05-26T15:17:23Z,3202262,223387,9081
Testing the New DRIFTER Bike,2021-05-25T19:01:59Z,3225356,263184,6886
Did Our Family Tradition,2021-05-24T17:55:01Z,3003668,237125,6468
Aaj ho Gayi Jhadu se Kutayi,2021-05-23T17:13:17Z,2997174,217367,6662
Assembling Our New Electric SuperBike,2021-05-22T18:04:01Z,3919963,279690,9547
Yaha Shadi Baraat ki Booking li Jaati hai,2021-05-21T18:26:34Z,3235741,238810,6947
"Dadu's haircut, Baal Nooch Nooch ke Nikale",2021-05-20T18:16:19Z,2791227,213528,5176
Rashi's 3rd Birthday Party,2021-05-19T18:04:56Z,5769461,420015,23805
@YoYoHoneySingh sent Birthday Gift for Rashi,2021-05-19T07:51:47Z,4868273,328276,10720
Choti Chipkali ne Taang Tudwa di..,2021-05-18T07:29:30Z,3612975,238604,9321
Super Excited for her Gifts,2021-05-17T17:33:35Z,2273428,193706,10115
Ups and Downs of Pregnancy,2021-05-16T17:32:02Z,4090853,271790,7692
Maa Beti ne Meri Against kari Planning,2021-05-15T18:10:26Z,1992448,176686,5643
Har Jagah Dindhora Peet ke aa Gayi.,2021-05-14T19:05:24Z,3064426,237670,7523
Khatti Imli Khate Sharma Gayi,2021-05-13T18:04:28Z,3082868,231247,7028
Sharing a Special News  .. 👶,2021-05-12T17:45:34Z,4948163,324650,24830
"Maa ..Beti , Exchange Roles",2021-05-11T17:43:27Z,2356212,183622,6447
Bought this machine for Rashi's Bday,2021-05-10T17:55:38Z,2438449,194910,7524
Mau ne Pehni Rashi Ki Dress,2021-05-09T16:44:19Z,2902821,220899,6674
I am Missing Everything,2021-05-08T17:04:38Z,1977483,185739,6246
Neither Positive Nor Negative ??,2021-05-07T17:51:24Z,2283932,205097,7724
Watt lag Chuki Hai,2021-05-06T18:25:06Z,2028820,171278,5761
Had to Isolate for few hours,2021-05-05T18:15:24Z,1918167,169396,5085
Ab Yeh mere ko Attitude Deti Hai,2021-05-04T18:09:42Z,2747903,210561,8244
Gas Cylinder Jab Measure kiya to ..,2021-05-03T18:06:13Z,2037169,162200,6667
This is the BEST thing for Lockdown,2021-05-02T11:53:56Z,2200313,183622,5987
We Tricked Her,2021-05-01T15:30:26Z,2236709,200719,4927
"Hiding with Mau, trying to Bunk School",2021-04-30T17:38:44Z,2328766,185167,5183
we did Full Fashion Parade Today,2021-04-29T17:33:17Z,2028361,181590,6900
This Happens Everyday,2021-04-28T16:45:33Z,1711476,167615,5545
She Thinks.. Mein Galat Padhata hoon...,2021-04-27T17:33:40Z,2720947,205515,6696
We Made a NEW HOUSE for Her,2021-04-26T17:41:15Z,2549246,200137,5472
Please Papa Ek Roti Aur Khaloo,2021-04-25T16:40:02Z,2063894,190475,4986
We Tested Our Dog's Intelligence,2021-04-24T15:53:14Z,2789899,252330,5624
Papa Attending Nursery Class,2021-04-23T07:10:32Z,2374364,179646,5597
Caught in The Act,2021-04-22T14:14:41Z,1986550,180090,6924
We Made a very LONG Toy Train,2021-04-21T10:14:21Z,2944557,208400,6593
First thing I will Do After I become a Lawyer,2021-04-20T17:20:04Z,2290698,200308,7340
This is How I Walk Now !!,2021-04-19T16:20:06Z,2824326,216423,7839
Rashi Mastered this Game in No Time,2021-04-18T15:08:11Z,2952700,234612,7719
Feeling Much Better Today,2021-04-17T16:03:12Z,2404031,215650,10933
Now Body is Shifted to the Other Side,2021-04-16T14:40:15Z,2895795,244707,13748
Slowly Giving Up Hope Now,2021-04-15T15:24:39Z,3020570,258081,23528
School Bacho ka but Halat Kharaab Humari,2021-04-14T10:20:40Z,2818094,225253,10400
Is Bhai ko BMW dilwani hai,2021-04-13T10:04:21Z,3027314,264726,8090
Khulli Sadak par Bum pe Injection Thoka,2021-04-12T08:11:47Z,3142846,225738,7895
Ritu is Forcing me to Quit Gymming ??,2021-04-11T18:17:12Z,2827728,240294,12848
My Condition is becoming Bad,2021-04-11T05:30:00Z,3624543,297577,29890
Her First Day at School,2021-04-10T17:34:23Z,2235815,203594,8737
Bad Gym Accident | NOT even able to Walk,2021-04-09T10:37:51Z,5647524,351225,27300
Aaj Rashi Ka School Admission Ho Gaya,2021-04-08T06:47:03Z,3188851,243700,7954
Never Expected This from Rashi at this Age,2021-04-07T17:14:21Z,2682032,227981,19244
This Time it's Even Worse,2021-04-06T12:39:23Z,3538561,247591,9243
Itna Dard Kabhi Nahi hua ..,2021-04-05T06:41:28Z,2903233,234468,6177
She has Never Cried This Much...,2021-04-04T07:50:24Z,3128095,254917,7039
Got Our New BMW Car,2021-04-03T06:24:38Z,6336736,465115,29608
Swimming Pool ki Hawa Nahi Nikal Rahi,2021-04-02T18:11:43Z,2339431,200981,8067
Every Couple Fight Over Same Issues !,2021-04-02T08:11:14Z,2602780,203173,7202
Bura Na Maano HOLI Hai,2021-03-31T06:05:22Z,4762202,287997,9666
Holi Ki Tayaari !!,2021-03-30T04:58:10Z,4085886,267635,7078
What Happened on 23rd March 2020 ?,2021-03-29T15:39:11Z,3568179,317862,13258
Mom Dad Surprise visit to LUCKNOW,2021-03-28T17:05:16Z,2649834,213009,5157
Rashi ko Pack kar diya,2021-03-27T11:32:35Z,2193121,174074,6249
Cylinder Khatam.. Went to her House for Tea,2021-03-26T09:07:48Z,2511222,219860,10115
Getting my Bones Cracked,2021-03-25T09:13:05Z,3533797,250175,7198
Please Injection Mat Lagwao...ooo..oh,2021-03-24T16:51:10Z,2557394,220701,6667
Mujhe Ghar pe Pocha Lagana hai,2021-03-23T08:38:28Z,2411337,201612,6674
Because Kids don't get Enough Sun,2021-03-22T07:40:05Z,3880177,253197,5871
Rashi aur Aadi ka Surprise Gift,2021-03-21T05:02:45Z,3610217,235933,5806
We Explained them Our case | It Worked !,2021-03-20T13:42:51Z,2759701,218462,7325
Randomly Bumping to his House in Ahmedabad,2021-03-19T12:13:55Z,2695835,213335,8183
Booked our New BMW,2021-03-18T11:41:06Z,5328768,368846,16559
Bhabhi ka bhi Phone Todd diya..,2021-03-17T06:14:28Z,2968413,239260,6777
Rashi ki aaj ho gayi Pitayi !!,2021-03-16T07:38:53Z,3317575,235982,8159
Unboxing Special 5 Million Package,2021-03-15T13:13:39Z,3340127,270598,8315
5 MILLION,2021-03-14T08:48:02Z,3664770,321741,17150
What Happens when you Dial 100 (112) ?,2021-03-13T09:55:15Z,4256268,326015,23064
Dogs Beer and Pizza,2021-03-12T08:40:26Z,2902495,239586,12448
Rashi Ko lagana Pada Rabies Injection,2021-03-11T09:50:27Z,2777489,214751,11864
Finally decided to Buy This !!,2021-03-10T10:29:47Z,5261029,333404,21409
Rashi Ka hua School Admission Test,2021-03-09T07:48:51Z,3034007,230708,9642
Buying a New Car,2021-03-08T15:40:06Z,5022551,304805,39192
No More Travelling,2021-03-08T06:45:20Z,1922301,166729,4505
Rashi made her First Paratha for Papa,2021-03-07T08:18:01Z,1968955,172302,5586
@badshahlive 's New Song Shoot in Jaisalmer,2021-03-06T08:33:45Z,2702745,217179,7058
Rashi troubling Cabin Crew in the Aircraft,2021-03-05T16:40:08Z,2507368,241993,7104
Please Guys.. This is Spoiling Rashi,2021-03-04T05:44:46Z,3037271,258344,10358
Rashi’s first trip Mata Vaishno Devi,2021-03-03T12:44:51Z,2680570,216822,12812
"Jo Haareega, woh Mau ki Potty Saaf Karega",2021-03-02T15:48:40Z,2624532,195069,8308
Cheater No 01,2021-03-01T04:20:22Z,2760796,192884,6127
Look How she took her Revenge,2021-02-28T07:47:22Z,2032632,176619,4620
Trying Mind Games with Mau,2021-02-27T16:00:07Z,1905946,169134,4230
Rashi's First Test | Pass or Fail ?,2021-02-26T16:58:15Z,2400790,199351,7304
Meeting 'Mau' after 5 Days,2021-02-26T05:54:11Z,2383732,188741,5534
She Can NOT FLY Anymore,2021-02-25T14:59:28Z,3954714,276335,14747
"@badshahlive Bhai and his ""Aaloo Partha"" Story",2021-02-25T05:16:32Z,2529883,204751,6831
Party Continues in Chandigarh,2021-02-24T08:05:19Z,4209207,278952,10030
@YoYoHoneySingh  Sister’s Wedding,2021-02-23T15:37:12Z,8162999,502105,14625
Tractor wala Maar ke bhaag gaya..,2021-02-23T05:27:45Z,5983261,519420,30079
Fresh Gobar Upla making Competition,2021-02-22T11:59:36Z,3726202,236016,8490
Shehar ki Ladki On Chulha | Hisar Haryana,2021-02-21T08:40:50Z,3502645,261056,11202
"Rashi Met Piyush in Hansi, Haryana @souravjoshivlogs7028",2021-02-20T17:20:05Z,6915624,398703,8169
"Visiting Our Bhabhi's House | Lochab ,Jind Harryana",2021-02-19T05:37:38Z,3872477,255130,8970
Poora Gao aa gaya JanamDin Manaane,2021-02-18T18:06:04Z,2377104,192307,5901
"Went to his Village to say ""Sorry"" | Haryana JIND",2021-02-18T05:26:13Z,8229779,534649,16865
Had to Leave 'Mau' with Her,2021-02-17T18:20:45Z,1994939,170879,5694
When you find What they do in the kitchen,2021-02-16T18:55:36Z,1999837,167305,4184
Dhaniya Shopping on Rashi’s Car,2021-02-16T10:29:12Z,2520132,184857,5683
Took her in an Ambulance for a MRI,2021-02-15T18:18:35Z,1942166,196926,7547
Rashi and Mau became Best Friends,2021-02-15T07:36:11Z,2209093,173976,5333
Hum Apna Badla Lekar Rahenge !!,2021-02-14T14:17:43Z,1881283,165298,5113
Rashi and Mau go on a Ride,2021-02-13T15:48:17Z,2989170,224553,9259
She got her BIGGEST Gift Ever,2021-02-12T12:58:26Z,3472083,233326,8343
Rashi Decided his Name,2021-02-11T11:04:58Z,4378990,280403,11771
Welcome to Our Family,2021-02-10T08:04:47Z,4382603,289566,42867
Caught my Watchman .. But I am Proud of Him..,2021-02-09T15:40:37Z,4189618,493256,54381
"Naye Mehmaan Ka ""Grah Pravesh""",2021-02-09T10:34:37Z,1950954,162805,5811
Rashi met her Best Friend,2021-02-08T03:32:01Z,1800620,156620,3146
Ritu Broke her Leg,2021-02-07T10:41:12Z,2437985,176084,5476
Our 5th Marriage Anniversary,2021-02-06T15:09:50Z,1695106,142679,11527
Went for Phase 01 Gandola,2021-02-05T03:30:02Z,1772980,143767,3746
Rashi Surprised Everyone with Skiing ⛷,2021-02-03T13:40:36Z,2623052,180878,5669
Meeting Bhabhi after 2 months,2021-02-02T03:30:02Z,1969520,169300,4638
When we gave a New Gift to Aadi infront of Rashi,2021-02-01T06:22:43Z,2310203,182805,3896
AGAIN.. For the 4th Time... AGAIN !!,2021-01-31T05:48:00Z,1880970,151587,6315
Beech Raaste gadi se Utaar diya | Ladayi OP,2021-01-30T11:38:40Z,2472648,223646,6897
We Finally Gave him the CONTRACT .. And He...?,2021-01-29T14:48:07Z,1498655,139579,8465
Saare Experiments Papa Pe hi Kyu ?,2021-01-28T16:19:26Z,1486166,134881,3812
My Mom Always wanted this !,2021-01-27T12:45:52Z,1950341,174458,6070
"Aadi ki bahut ""Paddi"" Karayi..",2021-01-26T15:13:53Z,1715710,163862,4851
My Plan Didn't Work,2021-01-25T17:05:13Z,1567242,149395,4674
Hey Bhagwaan !! Fir See,2021-01-24T17:52:02Z,2388240,205712,5912
"I did it AGAIN, but this time She....",2021-01-22T11:37:55Z,2981649,201718,9123
Never TRY this with your WIFE (really),2021-01-21T12:48:39Z,4327912,245406,8853
"Mom Explaining Rashi, How she was born..",2021-01-20T17:46:58Z,2356309,183606,7222
He Opened his Shoes and We all Died !!,2021-01-19T14:31:13Z,1799118,168061,8501
A bigger Shopaholic than Mumma,2021-01-18T08:57:00Z,2620321,185995,5697
How Rashi and I protect Ourselves from Mumma,2021-01-17T14:02:59Z,1518778,141848,2876
Full Day Papa Ko Pareshaan Karna hai,2021-01-16T09:05:28Z,1766034,149948,4132
Mumma Ki Pari,2021-01-15T07:28:41Z,1704303,147273,3980
So Happy to do This 🇮🇳,2021-01-14T06:04:17Z,1488709,145884,4940
Someone gave us a Dog and Rashi can't keep CALM,2021-01-13T06:06:03Z,3285993,242836,7942
Landing the aircraft on Water | Seaplane,2021-01-12T13:38:49Z,2336028,169630,4946
Went Inside someone else's Tent Room (Sleeping),2021-01-11T16:52:00Z,1595042,152012,8323
We had a Big Fight.. But Still had to Vlog,2021-01-11T03:05:15Z,2449722,197204,6449
Papa asking Politely to Rashu to Stay,2021-01-09T17:56:24Z,1594884,147639,5683
Sometimes I let them Win !!,2021-01-08T08:30:32Z,2447650,187662,5792
Their master Plan Failed badly..,2021-01-07T12:53:43Z,3154077,241771,9602
"Private Villa Pool, Barbaad kar Diya..",2021-01-06T08:59:01Z,5382666,250955,7677
Got the most Expensive Laptop and a New Drone,2021-01-05T16:39:13Z,2211165,184916,6008
Our New House is Ready,2021-01-04T08:24:26Z,2700201,213472,10925
Pehle hi Din Padosi ke Saamne Bezzati,2021-01-03T10:29:08Z,2529066,207918,7454
Flying Beast REWIND 2020,2021-01-02T11:26:05Z,1479207,194924,8163
yeh 7 Log ek scooter nahi start kar paaa rahe..,2021-01-01T17:16:24Z,1793199,189788,5892
Shipped Our Entire House,2020-12-31T09:49:40Z,2069723,164087,6365
Mom+Daughter Vs Dad | Pillow fight Battle,2020-12-30T15:51:43Z,1893317,167439,6961
Setting up our House | Choti Choti Khushiya..,2020-12-29T14:34:51Z,2184870,199442,5767
Moving in our New House Today,2020-12-28T10:25:46Z,2255764,201366,7323
Got stuck badly on Delhi- Lucknow Expressway,2020-12-27T18:01:48Z,1469020,140135,3169
Christmas Party with @YoYoHoneySingh,2020-12-26T13:22:10Z,5323339,369854,8205
Getting My Pilot Job back,2020-12-25T16:18:41Z,3282298,316979,18950
When you get.. 'What you Want',2020-12-24T06:49:46Z,1665553,154917,4907
Surprise visit to Kanpur,2020-12-23T03:30:03Z,1700218,163199,4881
"They burnt ""Kooda"" and I Called the Police and Fire Brigade...",2020-12-22T06:46:28Z,1988785,168045,5857
Bahut Mann Tha.. But Himmat Nahi Hui !!,2020-12-21T06:56:56Z,1721729,143434,5409
At the Doctor's For Vaccination !!,2020-12-20T09:20:34Z,2087565,168349,7006
Problems of a Dad travelling with a Baby..,2020-12-19T10:11:09Z,1473748,134363,3595
Rashi vs Dog,2020-12-18T08:38:23Z,2220907,174470,5595
House-Hunting with Rashi and Ritu,2020-12-17T09:52:35Z,2148354,171989,6522
First Day in Lucknow,2020-12-16T10:28:32Z,1941130,167048,7407
Bye Bye Delhi ... Hello Lucknow !!,2020-12-15T08:39:41Z,2005631,174092,11112
"Felt so Bad, as a Father (I could not... )",2020-12-14T08:39:52Z,1904519,179856,5406
Ritu Finally Left DELHI.. going to ??,2020-12-12T04:45:23Z,2174568,175266,7149
It was a Difficult Decision..BUT ... (Bihar Cont.),2020-12-11T16:36:03Z,2320993,202030,13585
"The Wedding, Gaya Bihar.",2020-12-11T06:45:44Z,2375628,188031,11017
A matter of Great Pride for Us !,2020-12-10T19:24:53Z,1832350,161256,5626
Crashed into their Wedding celebrations (Bihar part II),2020-12-09T16:01:10Z,2981507,260226,11700
Going for our Sister's Wedding in Bihar,2020-12-09T08:00:10Z,3186169,236401,20478
Rashi Madam ke Nakhre ..,2020-12-08T04:59:19Z,2052135,186984,5743
Only Place in India !! 🍷,2020-12-06T19:09:24Z,1848903,158249,4974
Karjat to Nashik,2020-12-06T06:29:36Z,1538006,151804,4950
Our Beautiful Farmhouse in Karjat,2020-12-05T03:25:10Z,2932481,211857,9971
Surprised at the Airport !!,2020-12-03T13:23:36Z,2132512,195219,9829
First Day in the Court !!,2020-12-01T20:29:45Z,2241695,216214,7446
This Scares our entire Family,2020-11-30T19:05:44Z,2256781,190115,5183
We are Shifting from Delhi !,2020-11-29T17:52:14Z,2852753,230228,5755
She was Not Ready This Time !!,2020-11-29T05:00:45Z,1999407,176357,5842
Rashi's Acting and Drama !!,2020-11-28T06:49:47Z,1882891,189410,4879
Aaj Fir se Kat Gaya !! 😨,2020-11-26T20:53:39Z,2064658,168465,4942
When Engineers do Something !,2020-11-26T08:14:03Z,1988505,175099,4628
Happiness is 'When Mom is not around',2020-11-25T13:56:45Z,1515018,169587,5146
"Went to Mumbai for ""Pinni Delivery""",2020-11-24T09:23:59Z,1835114,175789,5028
Unboxing your Gifts.. But some got ...?,2020-11-23T08:10:26Z,2146983,176833,5347
Surprised them in the Mall,2020-11-21T20:34:29Z,2321269,193806,4729
Ritu's Birthday Surprise Gift !!,2020-11-20T12:34:52Z,3160333,249807,6227
Happy Birthday Ritu !!,2020-11-19T11:48:55Z,2788922,237358,12467
"Doing it ""Politely""",2020-11-18T16:32:16Z,2161503,202172,29099
Rashi Broke her Hand Again,2020-11-17T14:40:02Z,4594337,354154,24390
Happy Bhai Dooj 2020,2020-11-17T06:44:24Z,1702148,141855,3549
Happy Diwali 2020 | Flying Beast Family,2020-11-15T12:24:33Z,2366986,205020,5165
Diwali celebrations,2020-11-14T16:41:16Z,1571959,206519,6887
Lost her shoe in the middle of the Market,2020-11-13T18:54:58Z,1804517,173059,5898
"Try this Game ""Gai Ka bachdaa"" | Who won ?",2020-11-12T17:17:45Z,1727485,161359,4268
"""Pinni Chor"" Caught on Camera !!",2020-11-12T06:54:03Z,3034603,226551,7887
Our Homemade Diwali Gifts | With Love ❤,2020-11-11T05:17:07Z,4182122,339540,12120
Making something Special for everyone on Diwali !!,2020-11-10T18:39:18Z,1831544,164230,4825
IPhone 12 Vs Iphone 11 Which has a better camera ?,2020-11-09T20:01:51Z,1941885,163512,9971
"Ohoo Papa, Stop Embarrassing us !!",2020-11-08T18:58:13Z,1889490,177142,3032
Had a very bad day,2020-11-08T10:39:50Z,1525947,154164,3748
"Mumma, This is Cheating !!",2020-11-07T16:23:50Z,1710675,197727,5735
Mummy Ko Sone Nahi Dungi ..,2020-11-05T17:41:35Z,1864625,171945,4766
Our Karwachauth Celebration 2020 🌝,2020-11-05T06:26:14Z,2386281,205902,7437
Karwachauth Shopping with Rashi,2020-11-04T12:02:10Z,1836142,170769,5426
"Papa ""PAKATA"" bolaa",2020-11-03T20:01:06Z,1957913,185019,3179
Rashi's first visit to Kanpur Zoo,2020-11-02T19:40:29Z,2275348,191307,6304
Rashi's Mundan Ceremony,2020-11-01T17:28:01Z,3371307,285187,15926
Going to Kanpur for Rashi's Mundan,2020-10-31T18:57:07Z,2157296,197624,4952
She wants a Break from me !,2020-10-29T18:56:03Z,1738417,174774,4865
Who can do the Max Split ?,2020-10-28T19:44:30Z,1614897,189537,3547
AirAsia Played Foul Again !! (With Proof) !!,2020-10-27T18:42:40Z,1985674,199375,5567
Yo Yo Honey Singh takes the Dheeme challenge..,2020-10-27T07:09:09Z,2787900,254011,9837
Happy Dussehra 2020 !! 🔥,2020-10-25T19:11:49Z,1799444,182739,4735
BIG ANNOUNCEMENT ! My Career after Aviation,2020-10-24T19:47:44Z,2921100,285865,23785
Agar Aage se Aisa Kiya.. to....  !!!,2020-10-23T19:12:55Z,2512776,199220,4119
"Baccho ke liye, khud Baccha Banana padta hai..",2020-10-22T20:19:45Z,1616738,169009,7414
Rashu ki Paathshala,2020-10-21T18:53:29Z,1693244,200609,5727
Maje aa gaye ! Balle Balle !!,2020-10-20T19:32:37Z,2144682,214010,5174
We solved the Pigeon Mystery,2020-10-19T19:29:38Z,1998646,177458,12901
"Kids wait for Mumma, more than Rashi",2020-10-18T16:50:40Z,1912565,182757,7579
Happy Navratri 2020,2020-10-18T07:33:44Z,2243951,201889,6640
Rashu and Mumma went Sarojini Shopping,2020-10-16T19:35:40Z,2529200,199413,4507
"Teaching her, how to do it correctly..",2020-10-15T18:47:50Z,1872113,189563,4566
Dhoop mein kadi mehnat,2020-10-14T18:59:03Z,2169300,212727,5953
She Doesn't let me Vlog Now,2020-10-13T18:13:03Z,1887500,195783,5556
"""Dheeeme Laloo"" contest | Who won ??",2020-10-12T18:27:48Z,2693152,254966,12335
Poora Jor Laga diya.. BUT !!,2020-10-12T06:49:04Z,2777862,219862,7085
Our Youtube Fanfest 2020 performance,2020-10-11T15:14:11Z,4097164,512582,23946
The way she Blew the Candles !🕯,2020-10-11T10:51:10Z,1930612,208602,7120
Dad's Birthday Surprise !!,2020-10-10T15:43:12Z,3353606,277765,10985
Mein Baccha Sambhalta hoon... Tu Vlog Sambhal..,2020-10-09T19:09:28Z,2230579,221689,9874
Going to Jaipur for Dad's Birthday !,2020-10-08T18:00:29Z,2660007,236235,10586
Aata.. Daal..Sabzi on Yamuna Expressway,2020-10-07T18:09:13Z,2550512,216034,5665
Rashi finally met Aadi Bhaiya..,2020-10-07T03:45:30Z,2126729,209521,6501
Khet mein Picnic | Delhi to Kanpur,2020-10-05T19:32:01Z,2820357,249819,7539
Please Listen !!,2020-10-04T11:08:33Z,4496517,480830,30450
Dadu gave Rashi a Surprise !!,2020-10-03T18:33:23Z,3235826,271766,10770
Ritu Prepared a surprise for me,2020-09-28T18:48:42Z,2772844,225067,8126
She did my therapy !,2020-09-27T17:47:03Z,1801700,165784,5774
Kismat bahut kharaab hai | Cricket Match GoPro Batting,2020-09-26T19:00:14Z,2177418,183172,4937
About the Controversy !!,2020-09-25T18:10:57Z,1887486,186727,8978
Saw Something Amazing !!,2020-09-24T19:18:51Z,3221870,258947,9209
Its Not very easy to travel with her !!,2020-09-24T03:32:09Z,3781459,320696,9277
Why did I agree for this !!!,2020-09-22T18:28:31Z,2165718,186672,7415
When Rasbhari Vlogs ...,2020-09-21T17:55:24Z,2104650,202570,8647
Kya Kya Shauk hote hai in logo ke !!!!,2020-09-20T18:45:52Z,2289335,203526,6501
We did Each Others Make-up,2020-09-19T18:04:00Z,1765409,188889,6419
High Five.. We Did it !!,2020-09-17T16:50:21Z,1858732,192721,7072
The Cows came almost Inside Our Car,2020-09-16T18:11:41Z,2865374,248882,8370
Had so much Fun today !,2020-09-15T18:31:35Z,2003571,217645,6193
Mumma mein bhi Pilot banungi..,2020-09-14T18:08:33Z,4332185,352529,7606
Old Flying Beast is BACK !! (after lockdown),2020-09-14T03:30:00Z,3530585,312422,10375
I think I am having Chicken Gunya,2020-09-12T19:53:00Z,1575155,161077,5338
What she Did !!..When I burnt my Hand,2020-09-11T18:18:40Z,2286244,195002,6106
Mom and Daughter did it Alone.. so Proud !,2020-09-10T16:10:25Z,2780526,216657,7557
ActingBaaz Ladki !!,2020-09-09T17:26:50Z,1957081,189416,9505
"Uncle Ji ne, Pyaar se Chipkayi...",2020-09-08T19:54:29Z,1732564,180567,5105
"""Pyaare papa "" Sorry",2020-09-07T18:10:03Z,2199513,221264,6411
Rashi se Panga nahi Mumma !!,2020-09-06T18:25:09Z,2460580,208947,5246
Husbands are waiting for Bangkok Flights to Open..,2020-09-05T17:29:28Z,2105562,219047,7050
My Story of Gaining my PUBG Respect Back,2020-09-05T14:01:03Z,1345235,169660,9245
Rashi made me emotional Today !,2020-09-04T17:44:08Z,3276081,307123,11331
Yeh Sabke saath Nahi hota Ritu !!,2020-09-04T08:31:57Z,1834045,187318,6809
Decided to do it Myself !,2020-09-02T18:40:09Z,2159772,197743,8902
I Need my Job BACK !,2020-09-01T18:24:15Z,2520428,246951,13525
Papa ke saath Itni Cheating kyu... My Lord !!,2020-08-31T16:33:11Z,2005366,235883,10592
Biwi ke saath MotoVlogging on Sunday,2020-08-30T18:31:43Z,2361723,298840,8975
Madam ka Gussa ya Attitude ?,2020-08-29T18:06:09Z,3223530,330671,7319
"Pehle Biwi ke, ab Beti ke nakhre..",2020-08-28T19:17:34Z,4577009,386400,7812
When she got Mangoes after 3 days !!,2020-08-27T19:52:21Z,3255766,379073,9971
She fed us RAW MUSHROOMS to .... ??,2020-08-26T17:38:46Z,2255784,200191,6489
"feels BAD, But Have to Do it.",2020-08-25T16:59:14Z,3152358,345124,10917
Yeh Ladki Poori Dramebaaz hai !!!,2020-08-24T19:47:56Z,2886140,336240,7444
Trying to be STRICT PARENTS !,2020-08-23T18:02:33Z,2285434,247029,6221
My Intention was Good !!,2020-08-22T20:01:34Z,2278115,211903,6938
"Ritu tries to show it to her DAD, but failed...",2020-08-21T20:10:19Z,3276108,236766,6842
A New Guest in Our House ..,2020-08-20T19:56:06Z,2368481,199223,6489
Rashu Daboch Mumma ko.. Jane mat diyo...,2020-08-19T16:53:37Z,2592662,293214,9736
Our NEW GAMING PC.. Worth 3 Lakhs !!,2020-08-18T20:22:02Z,4621178,309418,13368
"Sometimes I feel ""I should stop"" 🛑",2020-08-17T18:06:53Z,1784548,218348,10807
Izzat bhi gayi auur Maanjha bhi..,2020-08-16T17:44:14Z,2373581,199717,6461
Kai Po Che.. Independence day celebration..,2020-08-15T17:56:10Z,4894243,282775,8992
She got me Wrong !! Nahiii ..,2020-08-14T19:08:50Z,3607800,302495,10321
She has started Blackmailing me with ...,2020-08-13T19:48:40Z,3548941,257537,6699
Our Janmashtami plans got cancelled but..,2020-08-12T19:32:10Z,2508923,217182,8997
Bought the Entire 'BURNOL' store for AirAsia,2020-08-11T19:05:20Z,2486033,308812,20044
Meri Biwi ko Bewakoof nahi Bana Sakte..,2020-08-10T19:35:20Z,3513140,275340,12974
Mehndi laga ke koi Jawan nahi Banta..,2020-08-09T18:31:25Z,2014057,179996,6868
Important Life Lessons by Rasbhari,2020-08-08T18:07:36Z,2776014,217526,7013
AirIndia Express Crashed Kozikode | Pilot Died,2020-08-07T18:58:10Z,2426850,132688,3365
"She did it, without me telling her..",2020-08-06T18:58:50Z,1834094,172987,5934
When I gave her Grapes to Mumma !! That Look !,2020-08-05T18:23:02Z,3155845,226208,9342
Haircut with Nail-cutter,2020-08-04T19:33:45Z,2105627,179187,5768
Happy Raksha Bandhan  2020 !!,2020-08-03T19:57:22Z,2737617,222651,7906
Rashi does the House Cleaning ..,2020-08-02T17:00:54Z,2630202,218684,7730
I trusted her !!,2020-08-01T17:44:00Z,2403607,204197,7202
"Rashi Thinks, No one can see her... WHEN !!!",2020-07-31T18:42:48Z,3031069,229387,6659
Our Subscriber EXPOSED AIRASIA  !!,2020-07-30T18:02:56Z,2778729,263303,10369
Youtube Gave us SILVER and GOLD Play Buttons together,2020-07-29T18:08:04Z,2694803,273681,8477
"Had to Sit outside our house, because of My...",2020-07-28T18:33:24Z,2684724,213745,6612
This is a Big Deal for Guys !!,2020-07-27T18:42:58Z,2410126,218784,7556
Mein Pagal Hone wala hoon Iske Saath !!,2020-07-26T19:05:43Z,5357854,313180,8588
When Mom leaves Dad and Rashi Alone.,2020-07-25T17:55:30Z,5592929,357194,9825
Rashi ne Daant Khilwayi + Our Custom Aircraft is Ready,2020-07-24T18:13:23Z,6523348,297997,7639
Something Serious 🙏,2020-07-23T19:01:34Z,3869628,342508,12062
Fell From the Stairs !,2020-07-22T19:09:12Z,2964884,241790,7017
Mornings are Beautiful When ..,2020-07-21T19:24:37Z,2835102,225587,7485
Rashi finally does the ' Dheeme Dheeme ' Dance 💃,2020-07-20T17:13:13Z,2966334,239133,7474
